station_abbr;reference_timestamp;tre200s0;tre005s0;tresurs0;xchills0;ure200s0;tde200s0;pva200s0;prestas0;pp0qnhs0;pp0qffs0;ppz850s0;ppz700s0;fkl010z1;fve010z0;fkl010z0;dkl010z0;wcc006s0;fu3010z0;fkl010z3;fu3010z1;fu3010z3;rre150z0;htoauts0;gre000z0;ods000z0;oli000z0;olo000z0;osr000z0;sre000z0
SMA;15.02.2025 20:30;-2.5;-3.9;-4.1;-2.5;84.5;-4.7;4.3;951.8;1017.2;1020.5;;;1.3;0.8;0.8;34;;2.9;1.3;4.7;4.7;0;0;0;;247;;;0
SMA;15.02.2025 20:40;-2.5;-3.9;-4.2;-2.5;84.5;-4.7;4.3;951.7;1017.1;1020.4;;;1.5;1.1;1.1;40;;4;1.5;5.4;5.4;0;0;0;;244;;;0
SMA;15.02.2025 20:50;-2.6;-4;-4.2;-2.6;85.9;-4.6;4.3;951.6;1017;1020.3;;;1.9;1.3;1.3;43;;4.7;1.8;6.8;6.5;0;0;0;;243;;;0
SMA;15.02.2025 21:00;-2.7;-3.9;-4.1;-2.7;86;-4.7;4.3;951.6;1017;1020.4;;;1.8;1.1;1.1;44;;4;1.8;6.5;6.5;0;0;0;;244;;;0
SMA;15.02.2025 21:10;-2.7;-4;-4.2;-2.7;85.3;-4.8;4.3;951.5;1016.9;1020.3;;;2.4;1.2;1.2;44;;4.3;2.3;8.6;8.3;0;0;0;;243;;;0
SMA;15.02.2025 21:20;-2.8;-4;-4.2;-5.6;86.3;-4.8;4.3;951.6;1017;1020.4;;;2.6;1.9;1.9;36;;6.8;2.6;9.4;9.4;0;0;0;;240;;;0
SMA;15.02.2025 21:30;-2.7;-4.1;-4.3;-5.3;85.2;-4.8;4.3;951.6;1017;1020.4;;;2.7;1.8;1.8;48;;6.5;2.6;9.7;9.4;0;0;0;;239;;;0
SMA;15.02.2025 21:40;-2.9;-4.1;-4.3;-6.1;85.9;-4.9;4.2;951.4;1016.8;1020.2;;;2.8;2.2;2.2;55;;7.9;2.7;10.1;9.7;0;0;0;;237;;;0
SMA;15.02.2025 21:50;-3.1;-4.3;-4.5;-6.2;86.8;-5;4.2;951.2;1016.6;1020;;;2.9;2.1;2.1;59;;7.6;2.8;10.4;10.1;0;0;0;;235;;;0
SMA;15.02.2025 22:00;-3;-4.3;-4.5;-6;85.9;-5;4.2;951.2;1016.6;1020;;;2.9;2;2;48;;7.2;2.8;10.4;10.1;0;0;0;;237;;;0
SMA;15.02.2025 22:10;-3;-4.1;-4.3;-6.6;86.3;-5;4.2;951;1016.3;1019.8;;;3.5;2.5;2.5;52;;9;3.4;12.6;12.2;0;0;0;;240;;;0
SMA;15.02.2025 22:20;-3;-4;-4.2;-6.2;86.7;-4.9;4.2;951;1016.3;1019.8;;;3.3;2.2;2.2;49;;7.9;3.2;11.9;11.5;0;0;0;;244;;;0
SMA;15.02.2025 22:30;-2.9;-3.9;-4.1;-5.9;86.1;-4.9;4.2;951;1016.3;1019.8;;;3;2;2;45;;7.2;2.8;10.8;10.1;0;0;0;;252;;;0
SMA;15.02.2025 22:40;-2.8;-3.8;-3.9;-5.4;85.6;-4.9;4.3;951.1;1016.5;1019.9;;;2.8;1.8;1.8;44;;6.5;2.7;10.1;9.7;0;0;0;;255;;;0
SMA;15.02.2025 22:50;-3;-3.9;-4;-3;87.3;-4.8;4.3;951;1016.3;1019.8;;;1.8;1;1;51;;3.6;1.8;6.5;6.5;0;0;0;;258;;;0
SMA;15.02.2025 23:00;-3;-3.8;-3.9;-3;86.9;-4.9;4.3;950.9;1016.2;1019.7;;;2.3;1.2;1.2;52;;4.3;2.2;8.3;7.9;0;0;0;;260;;;0
SMA;15.02.2025 23:10;-3;-3.7;-3.8;-5.5;87.7;-4.7;4.3;950.9;1016.2;1019.7;;;2.2;1.7;1.7;60;;6.1;2.2;7.9;7.9;0;0;0;;264;;;0
SMA;15.02.2025 23:20;-2.9;-3.7;-3.7;-5.3;87.7;-4.6;4.3;951;1016.3;1019.8;;;2.2;1.5;1.6;51;;5.8;2.2;7.9;7.9;0;0;0;;263;;;0
SMA;15.02.2025 23:30;-2.7;-3.5;-3.6;-4.7;86.2;-4.7;4.3;951;1016.3;1019.7;;;2.2;1.4;1.4;46;;5;2.1;7.9;7.6;0;0;0;;265;;;0
SMA;15.02.2025 23:40;-2.8;-3.5;-3.6;-5.1;86.3;-4.8;4.3;950.9;1016.2;1019.6;;;2.2;1.6;1.6;57;;5.8;2.1;7.9;7.6;0;0;0;;262;;;0
SMA;15.02.2025 23:50;-2.8;-3.5;-3.6;-4.8;86.7;-4.7;4.3;950.8;1016.1;1019.5;;;2.2;1.4;1.4;48;;5;2.1;7.9;7.6;0;0;0;;263;;;0
SMA;16.02.2025 00:00;-2.6;-3.4;-3.5;-4.6;84.8;-4.8;4.3;950.8;1016.1;1019.5;;;1.9;1.4;1.4;47;;5;1.8;6.8;6.5;0;0;0;;270;;;0
SMA;16.02.2025 00:10;-2.7;-3.2;-3.3;-4.7;86.8;-4.6;4.3;950.8;1016.1;1019.5;;;1.9;1.4;1.4;41;;5;1.9;6.8;6.8;0;0;0;;277;;;0
SMA;16.02.2025 00:20;-2.5;-3.1;-3.1;-4.8;85.3;-4.6;4.3;950.7;1016;1019.3;;;2.1;1.5;1.6;43;;5.8;2.1;7.6;7.6;0;0;0;;275;;;0
SMA;16.02.2025 00:30;-2.5;-3;-3.1;-4.6;85.2;-4.6;4.3;950.7;1016;1019.3;;;2.1;1.5;1.5;48;;5.4;2;7.6;7.2;0;0;0;;274;;;0
SMA;16.02.2025 00:40;-2.7;-3.1;-3.2;-5.2;86.3;-4.7;4.3;950.6;1015.9;1019.3;;;2.4;1.7;1.7;56;;6.1;2.3;8.6;8.3;0;0;0;;269;;;0
SMA;16.02.2025 00:50;-2.8;-3.2;-3.3;-5.6;86.3;-4.8;4.3;950.6;1015.9;1019.3;;;2.5;1.8;1.9;55;;6.8;2.5;9;9;0;0;0;;271;;;0
SMA;16.02.2025 01:00;-2.8;-3.2;-3.3;-5.3;86.6;-4.7;4.3;950.7;1016;1019.4;;;2.4;1.7;1.7;48;;6.1;2.4;8.6;8.6;0;0;0;;274;;;0
SMA;16.02.2025 01:10;-2.7;-3.2;-3.2;-2.7;86.1;-4.7;4.3;950.6;1015.9;1019.3;;;2.1;1.3;1.3;52;;4.7;2;7.6;7.2;0;0;0;;270;;;0
SMA;16.02.2025 01:20;-2.7;-3.2;-3.2;-5.2;86.5;-4.6;4.3;950.5;1015.8;1019.2;;;2.3;1.7;1.7;58;;6.1;2.2;8.3;7.9;0;0;0;;277;;;0
SMA;16.02.2025 01:30;-2.9;-3.2;-3.3;-2.9;87.7;-4.6;4.3;950.3;1015.6;1019;;;2.1;1.3;1.3;53;;4.7;2;7.6;7.2;0;0;0;;269;;;0
SMA;16.02.2025 01:40;-2.8;-3.5;-3.5;-2.8;87.6;-4.6;4.4;950.3;1015.6;1019;;;1.3;0.8;0.8;90;;2.9;1.3;4.7;4.7;0;0;0;;265;;;0
SMA;16.02.2025 01:50;-2.7;-3.5;-3.5;-2.7;85.9;-4.7;4.3;950.2;1015.5;1018.9;;;1.1;0.5;0.6;74;;2.2;1.1;4;4;0;0;0;;267;;;0
SMA;16.02.2025 02:00;-2.6;-3.2;-3.3;-2.6;85.9;-4.6;4.3;950.1;1015.4;1018.7;;;1.5;0.8;0.9;35;;3.2;1.5;5.4;5.4;0;0;0;;278;;;0
SMA;16.02.2025 02:10;-2.4;-3.2;-3.2;-2.4;85;-4.6;4.4;950.2;1015.5;1018.8;;;1.3;0.8;0.8;24;;2.9;1.2;4.7;4.3;0;0;0;;268;;;0
SMA;16.02.2025 02:20;-2.6;-3.4;-3.5;-2.6;85.8;-4.6;4.3;950.1;1015.4;1018.7;;;1.5;0.6;0.7;56;;2.5;1.4;5.4;5;0;0;0;;266;;;0
SMA;16.02.2025 02:30;-2.7;-3.2;-3.2;-2.7;85.6;-4.8;4.3;950;1015.3;1018.6;;;1.7;0.9;1;43;;3.6;1.6;6.1;5.8;0;0;0;;278;;;0
SMA;16.02.2025 02:40;-2.6;-3;-3.1;-2.6;85.9;-4.6;4.3;950.1;1015.4;1018.7;;;1.4;0.6;0.7;15;;2.5;1.4;5;5;0;0;0;;278;;;0
SMA;16.02.2025 02:50;-2.5;-2.9;-2.9;-2.5;84.9;-4.7;4.3;950.1;1015.4;1018.7;;;1.1;0.7;0.7;29;;2.5;1.1;4;4;0;0;0;;281;;;0
SMA;16.02.2025 03:00;-2.9;-2.9;-2.9;-2.9;88.4;-4.5;4.4;950.1;1015.4;1018.8;;;1.8;1;1;64;;3.6;1.7;6.5;6.1;0;0;0;;276;;;0
SMA;16.02.2025 03:10;-2.8;-3.2;-3.2;-5.3;87.3;-4.6;4.3;949.9;1015.2;1018.6;;;3.9;1.7;1.7;71;;6.1;3.7;14;13.3;0;0;0;;261;;;0
SMA;16.02.2025 03:20;-3;-3.7;-3.8;-5;87.7;-4.7;4.3;949.8;1015.1;1018.5;;;3.6;1.3;1.4;54;;5;3.5;13;12.6;0;0;0;;243;;;0
SMA;16.02.2025 03:30;-3.1;-4.1;-4.2;-5.1;88.3;-4.8;4.3;949.9;1015.2;1018.6;;;2.4;1.3;1.4;42;;5;2.3;8.6;8.3;0;0;0;;244;;;0
SMA;16.02.2025 03:40;-3.3;-4;-4.1;-3.3;89.7;-4.7;4.3;949.9;1015.2;1018.7;;;2.9;1.2;1.3;86;;4.7;2.8;10.4;10.1;0;0;0;;262;;;0
SMA;16.02.2025 03:50;-3;-3.7;-3.8;-5.5;88.5;-4.6;4.3;949.8;1015.1;1018.5;;;2.4;1.7;1.7;71;;6.1;2.4;8.6;8.6;0;0;0;;264;;;0
SMA;16.02.2025 04:00;-3.1;-3.8;-3.9;-5.1;88.2;-4.8;4.3;949.9;1015.2;1018.6;;;2.2;1.4;1.4;43;;5;2.1;7.9;7.6;0;0;0;;262;;;0
SMA;16.02.2025 04:10;-3;-3.7;-3.7;-5.2;87.7;-4.7;4.3;950;1015.3;1018.7;;;2.1;1.4;1.5;30;;5.4;2.1;7.6;7.6;0;0;0;;267;;;0
SMA;16.02.2025 04:20;-2.8;-3.4;-3.4;-5.4;86.4;-4.7;4.3;950;1015.3;1018.7;;;2.7;1.8;1.8;52;;6.5;2.6;9.7;9.4;0;0;0;;274;;;0
SMA;16.02.2025 04:30;-3;-3.3;-3.3;-5.7;88.1;-4.7;4.3;949.9;1015.2;1018.6;;;2.7;1.8;1.8;59;;6.5;2.6;9.7;9.4;0;0;0;;272;;;0
SMA;16.02.2025 04:40;-2.9;-3.3;-3.4;-5.4;87.5;-4.7;4.3;949.9;1015.2;1018.6;;;2.2;1.6;1.7;54;;6.1;2.2;7.9;7.9;0;0;0;;275;;;0
SMA;16.02.2025 04:50;-3;-3.3;-3.3;-6;88.6;-4.6;4.3;949.9;1015.2;1018.6;;;2.7;1.9;2;52;;7.2;2.5;9.7;9;0;0;0;;278;;;0
SMA;16.02.2025 05:00;-2.8;-3.2;-3.2;-5.3;88.5;-4.4;4.4;949.8;1015.1;1018.5;;;2.8;1.7;1.7;60;;6.1;2.7;10.1;9.7;0;0;0;;279;;;0
SMA;16.02.2025 05:10;-2.9;-3.1;-3.1;-5.6;88.8;-4.5;4.4;949.6;1014.9;1018.3;;;3;1.8;1.8;53;;6.5;2.9;10.8;10.4;0;0;0;;282;;;0
SMA;16.02.2025 05:20;-3;-3;-3;-3;89.4;-4.5;4.4;949.6;1014.9;1018.3;;;2;0.9;0.9;46;;3.2;1.8;7.2;6.5;0;0;0;;284;;;0
SMA;16.02.2025 05:30;-2.8;-3.1;-3.1;-2.8;87.9;-4.5;4.4;949.6;1014.9;1018.2;;;1.6;1;1;67;;3.6;1.6;5.8;5.8;0;0;0;;272;;;0
SMA;16.02.2025 05:40;-2.9;-3.5;-3.5;-2.9;88.7;-4.5;4.4;949.6;1014.9;1018.3;;;1.1;0.6;0.6;52;;2.2;1;4;3.6;0;0;0;;254;;;0
SMA;16.02.2025 05:50;-2.9;-3.9;-4;-2.9;87.2;-4.7;4.3;949.5;1014.8;1018.2;;;1.3;1;1;52;;3.6;1.3;4.7;4.7;0;0;0;;244;;;0
SMA;16.02.2025 06:00;-3;-3.9;-4;-5;88.1;-4.7;4.3;949.5;1014.8;1018.2;;;1.9;1.4;1.4;54;;5;1.8;6.8;6.5;0;0;0;;257;;;0
SMA;16.02.2025 06:10;-2.8;-3.8;-3.8;-2.8;86.5;-4.7;4.3;949.5;1014.8;1018.1;;;1.5;0.9;0.9;42;;3.2;1.5;5.4;5.4;0;0;0;;270;;;0
SMA;16.02.2025 06:20;-2.8;-3.5;-3.5;-2.8;87.2;-4.6;4.3;949.7;1015;1018.4;;;2.5;1.3;1.3;34;;4.7;2.5;9;9;0;0;0;;276;;;0
SMA;16.02.2025 06:30;-2.7;-3.1;-3.2;-5;86.3;-4.7;4.3;949.6;1014.9;1018.2;;;2.7;1.6;1.6;47;;5.8;2.6;9.7;9.4;0;0;0;;282;;;0
SMA;16.02.2025 06:40;-2.9;-3;-3;-5.6;88.2;-4.6;4.4;949.6;1014.9;1018.3;;;2.6;1.8;1.8;57;;6.5;2.5;9.4;9;0;0;2;;276;;;0
SMA;16.02.2025 06:50;-2.8;-3.1;-3.1;-2.8;87.8;-4.5;4.4;949.7;1015;1018.4;;;2.2;1.3;1.3;54;;4.7;2.1;7.9;7.6;0;0;6;;276;;;0
SMA;16.02.2025 07:00;-2.9;-3;-3;-2.9;89.2;-4.4;4.4;949.6;1014.9;1018.3;;;1.7;1.2;1.2;70;;4.3;1.7;6.1;6.1;0;0;14;;272;;;0
SMA;16.02.2025 07:10;-2.8;-3;-3;-2.8;88.2;-4.5;4.4;949.6;1014.9;1018.2;;;1.2;0.7;0.8;83;;2.9;1.1;4.3;4;0;0;26;;262;;;0
SMA;16.02.2025 07:20;-2.6;-3;-3;-2.6;88.7;-4.2;4.5;949.7;1015;1018.3;;;1.4;0.8;0.9;50;;3.2;1.4;5;5;0;0;39;;252;;;0
SMA;16.02.2025 07:30;-2.4;-2.5;-2.5;-2.4;88.6;-4;4.5;949.7;1015;1018.2;;;2;1.3;1.3;41;;4.7;1.9;7.2;6.8;0;0;59;;271;;;0
SMA;16.02.2025 07:40;-2.6;-2;-1.9;-5.4;88.2;-4.3;4.5;949.7;1015;1018.3;;;3;1.8;1.9;64;;6.8;2.8;10.8;10.1;0;0;87;;272;;;0
SMA;16.02.2025 07:50;-2.6;-1.9;-1.8;-4.7;87.1;-4.4;4.4;949.9;1015.2;1018.5;;;2.5;1.4;1.5;52;;5.4;2.5;9;9;0;0;82;;278;;;0
SMA;16.02.2025 08:00;-2.6;-1.7;-1.5;-4.6;87.3;-4.4;4.4;950;1015.3;1018.6;;;2.8;1.4;1.4;55;;5;2.7;10.1;9.7;0;0;91;;280;;;0
SMA;16.02.2025 08:10;-2.3;-1.5;-1.3;-4.2;85.5;-4.4;4.4;950;1015.3;1018.5;;;2.4;1.4;1.4;62;;5;2.4;8.6;8.6;0;0;90;;282;;;0
SMA;16.02.2025 08:20;-2.1;-1.4;-1.2;-2.1;84.7;-4.3;4.4;950;1015.3;1018.5;;;2.7;1.1;1.2;66;;4.3;2.7;9.7;9.7;0;0;95;;282;;;0
SMA;16.02.2025 08:30;-2.2;-1.1;-1;-4.6;85.6;-4.3;4.4;949.9;1015.2;1018.4;;;3.4;1.7;1.7;58;;6.1;3.3;12.2;11.9;0;0;107;;280;;;0
SMA;16.02.2025 08:40;-2.1;-1;-0.8;-5.3;85.8;-4.2;4.5;949.9;1015.2;1018.4;;;3.5;2.2;2.3;52;;8.3;3.5;12.6;12.6;0;0;120;;276;;;0
SMA;16.02.2025 08:50;-2;-0.8;-0.6;-4.9;85.6;-4.1;4.5;949.9;1015.2;1018.4;;;4;2.1;2.1;50;;7.6;3.9;14.4;14;0;0;137;;273;;;0
SMA;16.02.2025 09:00;-1.8;-0.7;-0.5;-4.6;85.9;-3.8;4.6;949.8;1015.1;1018.2;;;4.2;1.9;2;52;;7.2;4;15.1;14.4;0;0;147;;270;;;0
SMA;16.02.2025 09:10;-1.8;-0.4;-0.3;-4.3;85;-4;4.6;949.9;1015.2;1018.3;;;2.9;1.7;1.8;58;;6.5;2.8;10.4;10.1;0;0;178;;260;;;0
SMA;16.02.2025 09:20;-1.6;0;-0.1;-3.9;85.1;-3.8;4.6;949.8;1015.1;1018.1;;;3.1;1.6;1.7;55;;6.1;3.1;11.2;11.2;0;0;205;;263;;;0
SMA;16.02.2025 09:30;-1.5;0.5;0.6;-1.5;84.1;-3.8;4.6;949.8;1015.1;1018.1;;;2.7;1.1;1.2;61;;4.3;2.6;9.7;9.4;0;0;241;;275;;;0
SMA;16.02.2025 09:40;-1.1;1.2;1.4;-1.1;82.1;-3.8;4.6;949.8;1015.1;1018;;;1.8;0.9;1;63;;3.6;1.7;6.5;6.1;0;0;230;;280;;;0
SMA;16.02.2025 09:50;-0.9;1.4;1.8;-0.9;80.5;-3.8;4.6;949.9;1015.2;1018.1;;;2.5;1;1.1;62;;4;2.4;9;8.6;0;0;247;;279;;;0
SMA;16.02.2025 10:00;-0.9;1.8;2.2;-3.4;81.5;-3.7;4.7;950;1015.3;1018.2;;;3.3;1.8;1.9;58;;6.8;3.2;11.9;11.5;0;0;262;;280;;;0
SMA;16.02.2025 10:10;-0.3;2.1;2.6;-0.3;83.1;-2.8;5;949.9;1015.2;1017.9;;;2.2;0.6;0.9;86;;3.2;2.1;7.9;7.6;0;0;265;;285;;;0
SMA;16.02.2025 10:20;-0.4;2.4;2.9;-2.4;80.7;-3.3;4.8;950;1015.3;1018;;;3.3;1.6;1.6;57;;5.8;3.2;11.9;11.5;0;0;260;;288;;;0
SMA;16.02.2025 10:30;-0.4;2.4;2.8;-2.5;80.6;-3.3;4.8;950;1015.3;1018;;;3.1;1.7;1.7;52;;6.1;3.1;11.2;11.2;0;0;228;;289;;;0
SMA;16.02.2025 10:40;0;2.4;2.8;-1.6;79.8;-3.1;4.9;950;1015.3;1017.9;;;2.5;1.3;1.4;54;;5;2.5;9;9;0;0;226;;290;;;0
SMA;16.02.2025 10:50;-0.3;2.4;2.8;-2.6;81.4;-3.1;4.9;950;1015.3;1018;;;3.2;1.7;1.8;53;;6.5;3.1;11.5;11.2;0;0;224;;290;;;0
SMA;16.02.2025 11:00;-0.2;2.3;2.7;-2.6;81.2;-3;4.9;950;1015.3;1018;;;3;1.8;1.9;37;;6.8;2.9;10.8;10.4;0;0;210;;291;;;0
SMA;16.02.2025 11:10;-0.2;2.7;3.1;-1.8;80.7;-3.1;4.9;949.9;1015.2;1017.9;;;2.7;1.2;1.4;63;;5;2.6;9.7;9.4;0;0;219;;292;;;0
SMA;16.02.2025 11:20;0.1;2.7;3.1;-2.6;81.1;-2.7;5;949.8;1015.1;1017.7;;;3.9;2.1;2.2;54;;7.9;3.8;14;13.7;0;0;235;;291;;;0
SMA;16.02.2025 11:30;-0.1;3;3.4;-2.9;79.8;-3.2;4.8;949.7;1015;1017.6;;;3.5;2.3;2.3;43;;8.3;3.4;12.6;12.2;0;0;265;;290;;;0
SMA;16.02.2025 11:40;0.1;3.5;4;-2.2;79.2;-3.1;4.9;949.6;1014.9;1017.5;;;3.5;1.8;1.9;45;;6.8;3.4;12.6;12.2;0;0;286;;288;;;0
SMA;16.02.2025 11:50;0.3;3.7;4.3;-2.5;79.6;-2.8;5;949.4;1014.7;1017.2;;;3.8;2.1;2.3;49;;8.3;3.5;13.7;12.6;0;0;296;;284;;;0
SMA;16.02.2025 12:00;0.2;4;4.6;-1.8;79.3;-3;4.9;949.3;1014.6;1017.1;;;4;1.6;1.7;35;;6.1;3.9;14.4;14;0;0;324;;282;;;0
SMA;16.02.2025 12:10;0.4;3.9;4.5;-1.9;78.6;-2.9;4.9;949.3;1014.6;1017.1;;;3.6;1.8;1.9;47;;6.8;3.5;13;12.6;0;0;305;;284;;;0
SMA;16.02.2025 12:20;0.7;4.2;4.8;-1.3;78.5;-2.6;5;949.2;1014.4;1016.9;;;2.9;1.6;1.7;39;;6.1;2.8;10.4;10.1;0;0;317;;285;;;1
SMA;16.02.2025 12:30;0.3;4;4.6;-1.9;78.8;-2.9;4.9;949.3;1014.6;1017.1;;;3.7;1.7;1.8;42;;6.5;3.6;13.3;13;0;0;288;;288;;;0
SMA;16.02.2025 12:40;0.8;4.3;4.9;-0.7;77.8;-2.6;5;949.3;1014.6;1017;;;3.4;1.2;1.4;38;;5;3.3;12.2;11.9;0;0;311;;288;;;0
SMA;16.02.2025 12:50;1.5;4.7;5.4;-0.5;77.7;-2;5.3;949.4;1014.7;1016.9;;;3.6;1.7;1.8;66;;6.5;3.5;13;12.6;0;0;331;;281;;;2
SMA;16.02.2025 13:00;0.8;4.4;5;-1.2;77.1;-2.7;5;949.4;1014.7;1017.1;;;2.8;1.4;1.7;51;;6.1;2.7;10.1;9.7;0;0;232;;280;;;0
SMA;16.02.2025 13:10;0.7;4;4.5;-1.7;78.3;-2.6;5;949.3;1014.6;1017;;;3.7;1.8;2;40;;7.2;3.6;13.3;13;0;0;234;;286;;;0
SMA;16.02.2025 13:20;0.9;3.9;4.4;-1.3;77;-2.7;5;949.3;1014.6;1016.9;;;3.5;1.7;1.9;61;;6.8;3.3;12.6;11.9;0;0;241;;285;;;0
SMA;16.02.2025 13:30;0.7;3.6;4.1;-1.7;79.1;-2.5;5.1;949.4;1014.7;1017.1;;;4;1.9;2;40;;7.2;3.9;14.4;14;0;0;238;;280;;;1
SMA;16.02.2025 13:40;0.8;3.3;3.9;-1.3;79.1;-2.4;5.1;949.3;1014.6;1017;;;4.1;1.7;1.8;43;;6.5;4;14.8;14.4;0;0;223;;276;;;1
SMA;16.02.2025 13:50;1.1;3.5;4;-1.7;78.8;-2.2;5.2;949.4;1014.7;1017;;;4.7;2.3;2.5;39;;9;4.5;16.9;16.2;0;0;228;;280;;;0
SMA;16.02.2025 14:00;1.3;5.3;6.1;-0.8;76.3;-2.4;5.1;949.4;1014.7;1016.9;;;4;1.6;1.9;46;;6.8;3.9;14.4;14;0;0;382;;294;;;5
SMA;16.02.2025 14:10;1.3;5.3;6.2;-1.6;77;-2.3;5.2;949.5;1014.8;1017.1;;;4.5;2.3;2.6;47;;9.4;4.4;16.2;15.8;0;0;312;;298;;;0
SMA;16.02.2025 14:20;1.8;5.7;6.6;-0.7;75.1;-2.1;5.2;949.5;1014.8;1016.9;;;5.1;2.2;2.3;54;;8.3;5;18.4;18;0;0;368;;287;;;5
SMA;16.02.2025 14:30;1.4;5.3;6.2;-1.2;76.6;-2.3;5.2;949.6;1014.9;1017.1;;;4.7;2;2.3;60;;8.3;4.5;16.9;16.2;0;0;353;;278;;;4
SMA;16.02.2025 14:40;1.4;5.2;5.9;-1.2;76.9;-2.2;5.2;949.7;1015;1017.2;;;5.7;2.2;2.3;33;;8.3;5.6;20.5;20.2;0;0;265;;290;;;0
SMA;16.02.2025 14:50;1.3;4.1;4.8;-1.6;76.8;-2.3;5.2;949.8;1015.1;1017.4;;;4.6;2.4;2.6;45;;9.4;4.5;16.6;16.2;0;0;215;;287;;;0
SMA;16.02.2025 15:00;1.2;3.5;4;-1.7;77.6;-2.3;5.2;949.9;1015.2;1017.5;;;4.9;2.5;2.6;48;;9.4;4.8;17.6;17.3;0;0;149;;287;;;0
SMA;16.02.2025 15:10;0.9;2.7;3.1;-2;78.7;-2.4;5.1;950;1015.3;1017.7;;;4.9;2.4;2.5;53;;9;4.8;17.6;17.3;0;0;118;;269;;;0
SMA;16.02.2025 15:20;1.2;2.3;2.6;-1.1;78.3;-2.2;5.2;950;1015.3;1017.6;;;4.7;1.8;2;53;;7.2;4.4;16.9;15.8;0;0;134;;271;;;1
SMA;16.02.2025 15:30;1.2;2.3;2.6;-1.2;77.9;-2.2;5.2;950;1015.3;1017.6;;;4.8;1.9;2.1;51;;7.6;4.5;17.3;16.2;0;0;124;;280;;;0
SMA;16.02.2025 15:40;0.9;2.5;2.8;-2.2;78.7;-2.4;5.1;950.1;1015.4;1017.8;;;4.8;2.6;2.7;56;;9.7;4.6;17.3;16.6;0;0;126;;273;;;0
SMA;16.02.2025 15:50;1;2;2.2;-1.6;78.6;-2.3;5.2;950.1;1015.4;1017.8;;;4.4;2.1;2.3;45;;8.3;4.2;15.8;15.1;0;0;88;;268;;;0
SMA;16.02.2025 16:00;0.8;1.3;1.4;-2;79.9;-2.3;5.2;950.1;1015.4;1017.8;;;4;2.2;2.4;49;;8.6;3.9;14.4;14;0;0;57;;258;;;0
SMA;16.02.2025 16:10;0.6;0.5;0.5;-2.3;80.3;-2.4;5.1;950.1;1015.4;1017.9;;;4.9;2.4;2.5;54;;9;4.7;17.6;16.9;0;0;32;;251;;;0
SMA;16.02.2025 16:20;0.5;0.1;0.1;-2.6;81;-2.4;5.1;950.2;1015.5;1018;;;5.5;2.6;2.7;52;;9.7;5.1;19.8;18.4;0;0;25;;254;;;0
SMA;16.02.2025 16:30;0.4;-0.2;-0.3;-2.9;81.5;-2.4;5.1;950.2;1015.5;1018;;;4.7;2.7;2.8;60;;10.1;4.6;16.9;16.6;0;0;19;;252;;;0
SMA;16.02.2025 16:40;0.3;-0.4;-0.6;-2.2;82.4;-2.3;5.1;950.3;1015.6;1018.2;;;3.8;2;2.1;53;;7.6;3.7;13.7;13.3;0;0;11;;256;;;0
SMA;16.02.2025 16:50;0;-0.7;-0.9;-2.7;84.2;-2.3;5.1;950.4;1015.7;1018.4;;;4.3;2.1;2.2;37;;7.9;4;15.5;14.4;0;0;2;;252;;;0
SMA;16.02.2025 17:00;0.2;-1;-1.2;-2.2;82.9;-2.4;5.1;950.4;1015.7;1018.3;;;3.7;1.9;2;47;;7.2;3.6;13.3;13;0;0;0;;250;;;0
SMA;16.02.2025 17:10;0;-1.2;-1.5;-2.1;83.9;-2.4;5.1;950.6;1015.9;1018.6;;;3.6;1.6;1.7;45;;6.1;3.5;13;12.6;0;0;0;;260;;;0
SMA;16.02.2025 17:20;0.1;-1.1;-1.3;-2.8;83.6;-2.3;5.1;950.7;1016;1018.7;;;4.8;2.3;2.4;39;;8.6;4.7;17.3;16.9;0;0;0;;273;;;0
SMA;16.02.2025 17:30;0.1;-0.9;-1.1;-2.7;83.6;-2.3;5.1;950.8;1016.1;1018.8;;;4.7;2.2;2.3;39;;8.3;4.5;16.9;16.2;0;0;0;;270;;;0
SMA;16.02.2025 17:40;0.1;-0.8;-1;-2.4;83.6;-2.3;5.1;950.8;1016.1;1018.8;;;4.3;2;2;40;;7.2;4.2;15.5;15.1;0;0;0;;269;;;0
SMA;16.02.2025 17:50;0;-0.9;-1.1;-2.9;84.4;-2.3;5.2;951;1016.3;1019;;;4.9;2.3;2.4;39;;8.6;4.7;17.6;16.9;0;1;0;;264;;;0
SMA;16.02.2025 18:00;-0.1;-0.8;-1;-3.1;85;-2.3;5.2;951.1;1016.5;1019.1;;;4.7;2.3;2.4;41;;8.6;4.4;16.9;15.8;0;1;0;;271;;;0
SMA;16.02.2025 18:10;0;-0.8;-1;-2.8;84.1;-2.4;5.1;951.2;1016.6;1019.2;;;4.8;2.2;2.3;41;;8.3;4.6;17.3;16.6;0;1;0;;269;;;0
SMA;16.02.2025 18:20;-0.1;-0.9;-1.1;-3.1;85;-2.3;5.2;951.2;1016.6;1019.2;;;4.7;2.3;2.4;46;;8.6;4.6;16.9;16.6;0;1;0;;264;;;0
SMA;16.02.2025 18:30;0;-0.9;-1.1;-2.8;84.7;-2.3;5.2;951.2;1016.6;1019.2;;;4.6;2.2;2.3;46;;8.3;4.3;16.6;15.5;0;1;0;;263;;;0
